"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao";
"107405230";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - MT - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"0";"2400";"1020";"120";"240";"1260";"0";"0";"180";"420";"480";"180";"";"0";"1";"2015";"";
"94076305";"02";"DIREITO - CAICÓ - TN - BACHARELADO";"2000019";"DIREITO";"10";"10";"16";"";"";"";"198";"3700";"480";"0";"240";"2970";"198";"250";"1";"3";"30";"300";"";"0";"1";"2013";"";
"84869976";"01A";"GESTÃO PÚBLICA - NATAL - MTN - TECNOLÓGICO";"2000160";"GESTÃO PÚBLICA";"5";"5";"7";"";"";"";"0";"1800";"30";"";"240";"1680";"0";"90";"1";"99";"99";"15";"";"";"1";"2011";"";
"103519690";"NUT-01";"";"102923840";"ZZZ MEST";"12";"24";"30";"12";"24";"30";"9";"135";"0";"";"0";"135";"9";"0";"2";"8";"16";"1";"";"";"1";"2014";"";
"139996";"01";"";"315780";"MESTRADO EM HISTÓRIA";"12";"24";"30";"12";"24";"30";"20";"300";"120";"";"240";"180";"12";"0";"4";"12";"50";"0";"0";"";"1";"2005";"";
"100715605";"LET1M";"";"315757";"MESTRADO EM ESTUDOS DA LINGUAGEM";"12";"24";"30";"12";"24";"30";"0";"0";"0";"";"0";"0";"0";"0";"1";"12";"24";"0";"";"";"2";"2013";"";
"140086";"02";"";"315767";"DOUTORADO EM ARQUITETURA E URBANISMO";"24";"48";"60";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"2";"12";"20";"";"0";"";"1";"2007";"";
"89976344";"DOUT1";"";"315734";"DOUTORADO EM PATOLOGIA ORAL";"24";"48";"54";"24";"48";"54";"25";"376";"1";"";"0";"375";"25";"0";"1";"12";"24";"0";"";"";"1";"2012";"";
"121784348";"dout17";"";"315746";"DOUTORADO EM EDUCAÇÃO";"24";"36";"48";"24";"36";"48";"10";"330";"30";"";"0";"120";"8";"180";"";"";"";"0";"";"";"1";"2017";"";
"119510147";"01";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS - NATAL - N";"118921874";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS";"9";"9";"13";"";"";"";"68";"2920";"300";"200";"240";"2020";"68";"400";"";"";"";"180";"";"0";"2";"2016";"";
"507863461";"01A";"EDUCAÇÃO FÍSICA - NATAL - TN - BACHARELADO";"2000022";"EDUCAÇÃO FÍSICA";"9";"9";"14";"";"";"";"118";"3215";"780";"0";"240";"1770";"118";"665";"4";"20";"32";"60";"";"0";"1";"2011";"";
"101785246";"03";"GEOGRAFIA - NATAL - I - LICENCIATURA";"2671321";"GEOGRAFIA";"8";"8";"12";"";"";"";"130";"2850";"300";"0";"240";"1950";"130";"600";"4";"21";"40";"60";"";"675";"1";"2014";"";
"89554733";"01A";"ENFERMAGEM - SANTA CRUZ - MT - FORMAÇÃO";"13027790";"ENFERMAGEM";"9";"9";"12";"";"";"";"119";"4040";"90";"0";"240";"3000";"119";"950";"2";"98";"99";"15";"";"0";"1";"2012";"";
"122312896";"FST-M17";"";"315789";"MESTRADO EM FISIOTERAPIA";"12";"24";"30";"12";"24";"30";"25";"375";"135";"";"0";"240";"16";"0";"";"";"";"1";"";"";"1";"2017";"";
"28561390";"PRO-1";"";"315748";"MESTRADO EM ENGENHARIA DE PRODUÇÃO";"12";"24";"30";"12";"24";"30";"24";"360";"180";"";"0";"180";"12";"0";"1";"12";"48";"0";"";"";"2";"2010";"";
"122651159";"GEO17D";"";"95953799";"DOUTORADO EM GEOGRAFIA";"24";"48";"54";"24";"48";"54";"32";"480";"330";"";"0";"150";"10";"0";"";"";"";"0";"";"";"1";"2017";"";
"119143253";"02";"ENGENHARIA AMBIENTAL - NATAL - MT - FORMAÇÃO";"85322571";"ENGENHARIA AMBIENTAL";"10";"10";"14";"";"";"";"98";"3870";"390";"200";"120";"3030";"98";"250";"";"";"";"15";"";"0";"2";"2016";"";
"105755388";"01";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"6";"7";"10";"";"";"";"40";"2600";"360";"140";"120";"2100";"40";"0";"2";"28";"32";"30";"";"0";"2";"2014";"";
"120481177";"02";"BIOMEDICINA - NATAL - N - BACHARELADO";"2000122";"BIOMEDICINA";"11";"11";"15";"";"";"";"158";"4030";"405";"210";"240";"2370";"158";"1045";"";"";"";"15";"";"0";"1";"2017";"";
"119256550";"eco16";"";"315744";"MESTRADO EM ECONOMIA";"12";"24";"30";"12";"24";"30";"26";"390";"120";"";"0";"270";"18";"0";"";"";"";"1";"";"";"2";"2016";"";
"7777620";"04";"ENGENHARIA QUÍMICA - NATAL - MTN - FORMAÇÃO";"2000032";"ENGENHARIA QUÍMICA";"9";"10";"16";"";"";"";"195";"3920";"360";"";"240";"2925";"195";"635";"2";"24";"32";"30";"";"";"1";"2009";"";
"99508764";"05";"";"315779";"MESTRADO EM DIREITO";"12";"24";"30";"12";"24";"30";"30";"450";"270";"";"0";"180";"12";"0";"1";"16";"30";"0";"";"";"2";"2013";"";
"108819794";"dout15";"";"108227148";"DOUTORADO EM ANTROPOLOGIA SOCIAL";"24";"48";"54";"24";"48";"54";"40";"600";"360";"";"0";"240";"16";"0";"1";"12";"20";"1";"";"";"1";"2015";"";
"118994646";"M2016";"";"91805256";"MESTRADO EM CIÊNCIAS CLIMÁTICAS";"12";"24";"30";"12";"24";"30";"20";"315";"60";"";"0";"240";"16";"15";"";"";"";"1";"";"";"2";"2016";"";
"121782311";"mest17";"";"315745";"MESTRADO EM EDUCAÇÃO";"12";"24";"30";"12";"24";"30";"14";"270";"90";"";"0";"120";"8";"60";"";"";"";"0";"";"";"1";"2017";"";
"122313218";"FST-D17";"";"95726200";"DOUTORADO EM FISIOTERAPIA";"24";"48";"54";"24";"48";"54";"40";"600";"360";"";"0";"240";"16";"0";"";"";"";"1";"";"";"1";"2017";"";
"510230607";"01A";"SISTEMAS DE INFORMAÇÃO - CAICÓ - MT - BACHARELADO";"7191770";"SISTEMAS DE INFORMAÇÃO";"8";"8";"12";"";"";"";"148";"3000";"300";"0";"240";"2220";"148";"480";"8";"24";"28";"120";"";"0";"1";"2011";"";
"121245819";"02";"";"315780";"MESTRADO EM HISTÓRIA";"12";"24";"30";"12";"24";"30";"20";"300";"120";"";"0";"180";"12";"0";"";"";"";"0";"";"";"2";"2016";"";
"122547575";"PAT_17M";"";"315733";"MESTRADO EM PATOLOGIA ORAL";"12";"24";"30";"12";"24";"30";"30";"450";"0";"";"0";"450";"30";"0";"";"";"";"0";"";"";"1";"2017";"";
"108422849";"CONT15";"";"108416320";"MESTRADO EM CIÊNCIAS CONTÁBEIS";"12";"24";"30";"12";"24";"30";"24";"360";"120";"";"0";"240";"16";"0";"1";"12";"16";"1";"";"";"1";"2015";"";
"84684718";"OTG0004";"";"5036046";"RESIDÊNCIA MÉDICA EM OTORRINOLARINGOLOGIA";"36";"36";"42";"";"";"";"0";"12";"0";"";"0";"0";"0";"12";"";"";"";"0";"";"";"1";"2011";"";
"51438889";"EDF01";"";"50980468";"MESTRADO EM EDUCAÇÃO FÍSICA";"12";"24";"30";"12";"24";"30";"24";"360";"150";"";"0";"210";"14";"0";"4";"12";"20";"1";"";"";"1";"2011";"";
"105512605";"GQSS1";"";"101050603";"MESTRADO PROFISSIONAL EM GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE";"24";"24";"30";"24";"24";"30";"4";"480";"60";"";"0";"420";"0";"0";"2";"12";"24";"0";"";"";"2";"2014";"";
"510278494";"02B";"ENGENHARIA ELÉTRICA - NATAL - MTN - FORMAÇÃO";"2000030";"ENGENHARIA ELÉTRICA";"10";"10";"16";"";"";"";"158";"3840";"1230";"0";"240";"2370";"158";"240";"1";"28";"32";"15";"";"0";"1";"2011";"";
"118996139";"dot2016";"";"17975012";"DOUTORADO EM CIÊNCIAS CLIMÁTICAS";"24";"48";"54";"24";"48";"54";"36";"555";"180";"";"0";"360";"24";"15";"";"";"";"1";"";"";"2";"2016";"";
"11545770";"01";"";"11519550";"MESTRADO EM ESTUDOS DA MÍDIA";"12";"24";"30";"12";"24";"30";"26";"390";"90";"";"240";"300";"20";"0";"1";"12";"20";"15";"";"";"1";"2009";"";
"512507270";"01";"LETRAS - LÍNGUA PORTUGUESA - CURRAIS NOVOS - TN - LICENCIATURA";"118922626";"LETRAS - LÍNGUA PORTUGUESA";"8";"8";"12";"";"";"";"147";"2910";"105";"0";"240";"2205";"147";"600";"1";"98";"99";"15";"";"0";"1";"2016";"";
"85736654";"01C";"FONOAUDIOLOGIA - NATAL - MT - FORMAÇÃO";"7410980";"FONOAUDIOLOGIA";"8";"8";"10";"";"";"";"148";"3600";"360";"180";"240";"2220";"148";"840";"10";"26";"35";"150";"";"0";"2";"2011";"";
"115765126";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - MT - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"10";"";"";"";"22";"2400";"390";"120";"240";"1890";"22";"0";"4";"24";"32";"60";"";"420";"1";"2016";"";
"21301691";"D10";"";"315754";"DOUTORADO EM ENGENHARIA QUÍMICA";"24";"48";"54";"24";"48";"54";"42";"630";"300";"";"240";"330";"22";"0";"1";"12";"16";"1";"";"";"1";"2010";"";
"139982";"02";"";"315742";"MESTRADO EM SISTEMAS E COMPUTAÇÃO";"12";"24";"30";"12";"24";"30";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"24";"1";"0";"";"1";"2005";"";
"117156353";"DMIDIA";"";"115789633";"DOUTORADO EM ESTUDOS DA MIDIA";"24";"36";"42";"24";"36";"42";"26";"480";"180";"";"0";"300";"14";"0";"1";"24";"30";"0";"";"";"1";"2016";"";
"11935820";"01";"";"9300590";"MESTRADO EM PRODUÇÃO ANIMAL";"12";"24";"36";"12";"24";"36";"24";"360";"300";"";"240";"60";"4";"0";"1";"16";"32";"0";"";"";"1";"2009";"";
"14329524";"9";"";"315750";"DOUTORADO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"24";"48";"60";"24";"48";"60";"36";"540";"540";"";"240";"0";"0";"0";"1";"12";"20";"0";"";"";"2";"2009";"";
"127185217";"mec18m";"";"315751";"MESTRADO EM ENGENHARIA MECÂNICA";"12";"24";"30";"12";"24";"30";"20";"300";"300";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2018";"";
"512507271";"03A";"LETRAS - INGLÊS - NATAL - M";"118840295";"LETRAS - INGLÊS";"8";"8";"12";"";"";"";"135";"2865";"240";"0";"240";"2025";"135";"600";"2";"26";"32";"15";"";"0";"1";"2016";"";
"125002449";"DMIDIA2";"";"115789633";"DOUTORADO EM ESTUDOS DA MIDIA";"24";"36";"42";"24";"36";"42";"26";"480";"180";"";"0";"300";"14";"0";"";"";"";"0";"";"";"1";"2016";"";
"98274167";"06A";"GEOGRAFIA - NATAL - N - LICENCIATURA";"111635053";"GEOGRAFIA";"9";"9";"14";"";"";"";"138";"2850";"180";"";"240";"2070";"138";"600";"4";"20";"24";"60";"";"";"2";"2013";"";
"2984610";"04";"CIÊNCIAS CONTÁBEIS - CAICÓ - MN - BACHARELADO";"2000012";"CIÊNCIAS CONTÁBEIS";"10";"10";"16";"";"";"";"164";"3160";"240";"0";"240";"2460";"164";"460";"1";"20";"24";"15";"";"0";"1";"2007";"";
"105113512";"L002";"";"95868917";"MESTRADO EM MÚSICA";"12";"24";"30";"12";"24";"30";"25";"375";"60";"";"0";"315";"21";"0";"1";"16";"32";"1";"";"";"1";"2013";"";
"89894150";"01 B";"MATEMÁTICA - NATAL - MTN - LICENCIATURA";"2000134";"MATEMÁTICA";"8";"8";"12";"";"";"";"151";"2865";"0";"0";"240";"2265";"151";"600";"4";"20";"24";"1";"";"0";"1";"2012";"";
"118438662";"EF-PROF";"";"117880399";"MESTRADO PROFISSIONAL EM EDUCAÇÃO FÍSICA EM REDE NACIONAL";"12";"24";"30";"12";"24";"30";"12";"450";"180";"";"0";"270";"0";"0";"";"";"";"0";"";"";"1";"2016";"";
"85712878";"02";"GESTÃO HOSPITALAR - NATAL - TN - TECNOLÓGICO";"2000159";"GESTÃO HOSPITALAR";"6";"6";"8";"";"";"";"0";"2460";"120";"";"240";"2280";"0";"60";"4";"29";"33";"60";"";"";"1";"2011";"";
"95585774";"05C";"CIÊNCIAS BIOLÓGICAS - NATAL - MT - BACHARELADO";"2000009";"CIÊNCIAS BIOLÓGICAS";"6";"8";"12";"";"";"";"152";"3215";"300";"0";"240";"2280";"152";"635";"4";"24";"32";"60";"";"0";"1";"2013";"";
"109352112";"Mst2015";"";"315747";"MESTRADO EM ENFERMAGEM";"12";"24";"30";"12";"24";"30";"30";"450";"210";"";"0";"240";"16";"0";"1";"15";"20";"1";"";"";"1";"2015";"";
"139948";"01";"";"315778";"MESTRADO EM CLÍNICAS ODONTOLÓGICAS";"12";"24";"30";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"99";"";"0";"";"0";"0";"";
"90358002";"MEST1";"";"315782";"MESTRADO EM CIÊNCIAS BIOLÓGICAS";"12";"24";"30";"12";"24";"30";"24";"360";"360";"";"0";"0";"0";"0";"1";"18";"26";"1";"";"";"1";"2012";"";
"119546991";"01";"TURISMO - CURRAIS NOVOS - TN";"2000071";"TURISMO";"8";"8";"12";"";"";"";"124";"2530";"360";"130";"240";"1860";"124";"180";"";"";"";"60";"";"0";"1";"2017";"";
"18068141";"01";"";"17565630";"MESTRADO EM NEUROCIÊNCIAS";"12";"24";"30";"12";"24";"30";"10";"240";"150";"";"240";"90";"0";"0";"1";"8";"16";"1";"";"";"2";"2009";"";
"51338069";"DOUT";"";"50903134";"DOUTORADO EM ENFERMAGEM NA ATENÇÃO À SAÚDE";"24";"48";"54";"24";"48";"54";"36";"540";"300";"";"0";"240";"16";"0";"1";"12";"18";"1";"";"";"1";"2011";"";
"87203525";"01";"EDUCAÇÃO FÍSICA - NATAL - I - LICENCIATURA";"50688664";"EDUCAÇÃO FÍSICA";"7";"8";"12";"";"";"";"149";"2955";"0";"0";"240";"2235";"149";"720";"1";"20";"24";"240";"";"";"1";"2012";"";
"118489457";"Dr004";"";"315743";"DOUTORADO EM CIÊNCIA DA COMPUTAÇÃO";"24";"48";"54";"24";"48";"54";"36";"540";"540";"";"0";"0";"0";"0";"";"";"";"0";"";"";"2";"2016";"";
"126873174";"IFT2017";"";"5036039";"RESIDÊNCIA MÉDICA EM INFECTOLOGIA";"";"";"";"";"";"";"36";"8535";"0";"";"0";"1095";"36";"7440";"";"";"";"0";"";"";"1";"2017";"";
"21988941";"D10";"";"9285380";"DOUTORADO EM BIOQUÍMICA";"24";"48";"60";"24";"48";"60";"20";"450";"240";"";"240";"210";"4";"0";"1";"12";"24";"0";"";"";"1";"2010";"";
"96186211";"001";"";"96067713";"MESTRADO PROFISSIONAL EM ENERGIA ELÉTRICA";"18";"24";"24";"18";"24";"24";"0";"240";"0";"";"0";"240";"0";"0";"1";"16";"24";"0";"";"";"1";"2013";"";
"91014816";"01B";"QUÍMICA - NATAL - MTN - LICENCIATURA";"2000144";"QUÍMICA";"8";"8";"12";"";"";"";"154";"2910";"0";"0";"240";"2310";"154";"600";"4";"16";"24";"1";"";"0";"1";"2012";"";
"100715660";"LET1D";"";"315758";"DOUTORADO EM ESTUDOS DA LINGUAGEM";"24";"48";"48";"24";"48";"48";"18";"270";"0";"";"0";"270";"18";"0";"1";"12";"24";"0";"";"";"2";"2013";"";
"116108894";"MNPEF";"";"114941932";"MESTRADO PROFISSIONAL EM ENSINO DE FÍSICA EM REDE NACIONAL";"12";"24";"30";"12";"24";"30";"28";"420";"60";"";"0";"360";"24";"0";"1";"6";"10";"30";"";"";"1";"2016";"";
"111465370";"02";"ENGENHARIA DE ALIMENTOS - NATAL - N - FORMAÇÃO";"2000150";"ENGENHARIA DE ALIMENTOS";"12";"12";"18";"";"";"";"187";"3615";"370";"185";"240";"2835";"187";"225";"2";"18";"36";"30";"";"420";"2";"2015";"";
"96727359";"01";"GESTÃO DE COOPERATIVAS - NATAL - MT - TECNOLÓGICO";"96726786";"GESTÃO DE COOPERATIVAS";"6";"6";"9";"";"";"";"0";"1900";"120";"100";"60";"1500";"0";"180";"1";"20";"32";"15";"";"";"1";"2013";"";
"510278490";"05B";"ARQUITETURA E URBANISMO - NATAL - MTN - FORMAÇÃO";"2000005";"ARQUITETURA E URBANISMO";"10";"10";"16";"";"";"";"236";"4880";"300";"0";"240";"3585";"236";"995";"10";"28";"40";"150";"";"600";"1";"2011";"";
"108814104";"05";"MATEMÁTICA - NATAL - MT - BACHARELADO";"2000054";"MATEMÁTICA";"8";"8";"12";"";"";"";"146";"2580";"260";"130";"120";"2190";"146";"0";"2";"22";"34";"60";"";"";"1";"2015";"";
"9510503";"03";"";"9300592";"DOUTORADO EM ECOLOGIA";"36";"48";"60";"36";"48";"60";"15";"525";"225";"";"240";"300";"0";"0";"2";"12";"24";"0";"";"";"1";"2009";"";
"100037865";"mp01";"";"97339504";"MESTRADO PROFISSIONAL EM GESTÃO DE PROCESSOS INSTITUCIONAIS";"12";"24";"30";"12";"24";"30";"12";"345";"180";"";"0";"165";"0";"0";"1";"12";"16";"0";"";"";"2";"2013";"";
"101092038";"EGM1";"";"101050293";"MESTRADO EM ENGENHARIA MECATRÔNICA";"12";"24";"30";"12";"24";"30";"24";"360";"180";"";"0";"180";"12";"0";"2";"12";"24";"0";"";"";"2";"2013";"";
"14329523";"8";"";"315750";"DOUTORADO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"24";"48";"60";"24";"48";"60";"36";"540";"540";"";"240";"0";"0";"0";"1";"12";"20";"0";"";"";"2";"2009";"";
"9406610";"04";"NUTRIÇÃO - NATAL - MT - FORMAÇÃO";"2000058";"NUTRIÇÃO";"9";"9";"12";"";"";"";"150";"4050";"750";"0";"240";"2385";"150";"915";"1";"98";"99";"15";"";"0";"1";"2009";"";
"115845247";"SCF01";"";"115830568";"MESTRADO EM SAUDE COLETIVA";"12";"24";"30";"12";"24";"30";"20";"300";"90";"";"0";"210";"14";"0";"1";"10";"14";"0";"";"";"1";"2016";"";
"10266851";"01";"";"9300330";"MESTRADO EM ENGENHARIA CIVIL";"12";"24";"30";"12";"24";"30";"24";"360";"315";"";"240";"45";"3";"0";"1";"9";"12";"1";"";"";"1";"2009";"";
"85868998";"02";"";"315789";"MESTRADO EM FISIOTERAPIA";"12";"24";"30";"12";"24";"30";"24";"360";"150";"";"0";"210";"14";"0";"2";"12";"36";"1";"";"";"1";"2010";"";
"140102";"03";"";"315743";"DOUTORADO EM CIÊNCIA DA COMPUTAÇÃO";"24";"48";"54";"24";"48";"54";"36";"540";"540";"";"240";"0";"0";"0";"1";"12";"99";"1";"0";"";"1";"2008";"";
"140046";"4 ";"";"315776";"MESTRADO EM CIÊNCIAS SOCIAIS";"12";"24";"30";"12";"24";"30";"4";"60";"0";"";"240";"60";"4";"0";"1";"1";"99";"0";"0";"";"1";"2004";"";
"96085636";"01";"HISTÓRIA - CAICÓ - MT - BACHARELADO";"2000047";"HISTÓRIA";"8";"8";"14";"";"";"";"140";"2850";"420";"0";"240";"2100";"140";"330";"4";"24";"28";"60";"";"0";"1";"2013";"";
"93191138";"01B";"FÍSICA - NATAL - MTN - LICENCIATURA";"2000124";"FÍSICA";"8";"10";"16";"";"";"";"164";"3060";"0";"";"240";"2460";"164";"600";"2";"16";"26";"30";"";"";"2";"2012";"";
"94084232";"04";"GEOLOGIA - NATAL - MT - FORMAÇÃO";"2000045";"GEOLOGIA";"10";"10";"14";"";"";"";"159";"3666";"600";"0";"60";"2886";"159";"180";"4";"24";"36";"60";"";"0";"1";"2013";"";
"100843";"02";"MÚSICA - NATAL - CANTO - MT - BACHARELADO";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"36";"3075";"1650";"0";"240";"540";"36";"885";"1";"98";"99";"15";"0";"0";"2";"2006";"";
"85698118";"01b";"NUTRIÇÃO - SANTA CRUZ - MT - FORMAÇÃO";"10317040";"NUTRIÇÃO";"9";"9";"13";"";"";"";"133";"4015";"825";"0";"240";"2280";"133";"910";"2";"33";"35";"15";"";"";"1";"2012";"";
"121507906";"01";"JORNALISMO - NATAL - N";"118835329";"JORNALISMO";"9";"9";"12";"";"";"";"132";"3000";"420";"300";"60";"1980";"132";"300";"";"";"";"60";"";"420";"1";"2017";"";
"89214922";"06";"MATEMÁTICA - CAICÓ - MN - LICENCIATURA";"2000055";"MATEMÁTICA";"8";"8";"12";"";"";"";"160";"3210";"210";"0";"240";"2400";"160";"600";"1";"98";"99";"15";"";"0";"1";"2012";"";
"115838871";"02";"ENGENHARIA BIOMÉDICA - NATAL - N - FORMAÇÃO";"85341136";"ENGENHARIA BIOMÉDICA";"11";"11";"16";"";"";"";"88";"3685";"370";"185";"240";"2880";"88";"250";"4";"20";"32";"60";"";"0";"1";"2016";"";
"119522069";"03A";"LETRAS - LÍNGUA PORTUGUESA - NATAL - M";"118881115";"LETRAS - LÍNGUA PORTUGUESA";"8";"8";"12";"";"";"";"126";"2850";"360";"200";"240";"1890";"126";"400";"";"";"";"15";"";"0";"2";"2016";"";
"15401390";"01A";"CIÊNCIAS BIOLÓGICAS - NATAL - I - LICENCIATURA";"9295710";"CIÊNCIAS BIOLÓGICAS";"8";"8";"12";"";"";"";"146";"2910";"120";"0";"240";"2190";"146";"600";"8";"20";"30";"60";"";"0";"2";"2009";"";
"97095818";"D2013";"";"315765";"DOUTORADO EM ADMINISTRAÇÃO";"24";"48";"54";"24";"48";"54";"36";"540";"210";"";"0";"330";"22";"0";"2";"12";"20";"1";"";"";"1";"2013";"";
"110813967";"MPI2015";"";"108846991";"MESTRADO PROFISSIONAL EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"12";"24";"30";"12";"24";"30";"25";"525";"270";"";"0";"105";"7";"150";"1";"12";"16";"1";"";"";"2";"2015";"";
"118785539";"CRTMS01";"";"118768231";"MESTRADO EM CIÊNCIAS DA REABILITAÇÃO/FACISA";"12";"24";"30";"12";"24";"30";"8";"300";"120";"";"0";"180";"0";"0";"";"";"";"0";"";"";"1";"2016";"";
"119527905";"02A";"LETRAS - LÍNGUA ESPANHOLA - CURRAIS NOVOS - N";"118922026";"LETRAS - LÍNGUA ESPANHOLA";"9";"9";"14";"";"";"";"136";"3060";"420";"200";"240";"2040";"136";"400";"";"";"";"180";"";"0";"2";"2016";"";
"90238249";"01";"EDUCAÇÃO FÍSICA - NATAL - N - LICENCIATURA";"85436676";"EDUCAÇÃO FÍSICA";"4";"5";"6";"";"";"";"52";"1220";"0";"";"240";"980";"52";"240";"10";"14";"24";"30";"";"";"1";"2012";"";
"91346571";"01";"";"91346221";"MESTRADO PROFISSIONAL EM DESIGN";"12";"18";"24";"12";"18";"24";"0";"315";"0";"";"0";"315";"0";"0";"1";"6";"12";"1";"";"";"1";"2012";"";
"140096";"04";"";"315761";"MESTRADO EM GEODINÂMICA E GEOFÍSICA";"12";"24";"30";"12";"24";"30";"24";"360";"300";"";"240";"60";"4";"0";"1";"16";"24";"1";"0";"";"1";"2004";"";
"102191533";"01";"LICENCIATURA EM CIÊNCIAS SOCIAIS - NATAL - MT - LICENCIATURA";"102191189";"LICENCIATURA EM CIÊNCIAS SOCIAIS";"8";"8";"10";"";"";"";"0";"2925";"540";"0";"240";"1740";"0";"645";"16";"24";"28";"240";"";"0";"1";"2014";"";
"91303732";"01";"MATEMÁTICA - NATAL - M - LICENCIATURA";"85436489";"MATEMÁTICA";"5";"5";"8";"";"";"";"88";"1380";"0";"";"60";"1320";"88";"60";"16";"16";"23";"60";"";"";"2";"2012";"";
